,0
MALTHXtexi,0.0
12PPDStpp,1.8207657603852567e-13
PAPA180pp,9.308109838457312e-13
PROtex,0.0
HPYRI,1000.0000000000024
FE3HOXUtex,7.714273664305438e-12
HYD1pp,0.0
EX_cl_e,1.474514954580286e-17
FE3DHBZStonex,1.0222600543841054e-11
AACTOOR,1.2714274078007293e-12
H2tpp,0.0
23DAPPAtex,0.0
ECAP3pp,0.0
FEOXAMtonex,8.242295734817162e-13
TPRDCOAS,0.0
ACGAM1PPpp,0.0
EX_dgmp_e,0.0
GAMptspp,0.0
GSNt2pp,3.6151082127844347e-12
EX_4hoxpacd_e,0.0
FMNRx,7.744915819785092e-13
EX_3hpppn_e,0.0
EX_man6p_e,0.0
GSNtex,0.0
SBTtex,0.0
FORtex,4.465451446111768e-13
EX_tsul_e,0.0
PHEt2rpp,1.5360601679503816e-11
DHBS,7.384648448294229e-13
THIORDXi,6.579181643928678e-13
EX_n2o_e,0.0
PPPGO3,1.2892850849433035e-12
PFK,8.451763770254644
PDX5POi,1.438385435065248e-12
PDX5PO2,3.3923779584055236e-12
MDDCP1pp,0.0
GUI2,0.0
OMBZLM,0.0
PLIPA1A181pp,4.813927034774679e-13
PGM,1.0729195309977513e-11
LPLIPAL2A141,8.881784197001252e-13
HG2t3pp,4.428069022566206e-12
CYTBO3_4pp,8.164136033883551e-12
EX_maltttr_e,0.0
GLYCK,1.6910917111090384e-12
MLTG5,2.1600499167107046e-12
GPDDA3,9.876544027065393e-13
EAR141x,7.069900220812997e-13
EAR181x,5.826450433232822e-13
TPI,7.425171588693047e-12
EAR181y,5.471179065352771e-13
G3PAT141,3.943512183468556e-13
2DOXG6PP,0.0
OXAMTC,2.8094193638139586e-13
UDCPPtppi,0.0
AGMH,1.9451107391432743e-13
G3PAT181,5.6754601018838e-13
DASYN140,2.9448665728182277e-13
MPTG,0.0
DASYN180,1.2541356841921925e-12
MPTG2,0.0
DASYN141,1.69381175751937e-12
RPI,2.9762858844151197e-12
MCTP1App,1.3367085216486885e-13
MCTP2App,0.0
CDAPPA160,1.6867202079495769e-12
CDAPPA141,1.679600902804168e-12
MCTP1Bpp,0.0
PERD,1.5669327814438194e-12
MELIBt3ipp,3.938627202160205e-12
PGSA141,7.275957614183426e-13
EX_alaala_e,0.0
EX_dtmp_e,0.0
5DOAN,0.0
DM_5drib_c,0.0
EX_lipoate_e,0.0
EX_pydx_e,0.0
EX_g1p_e,0.0
GLCtex_copy2,1000.0000000000001
NAt3pp,1000.0
MINOHPtexi,0.0
12PPDRtpp,1.9895196601282805e-13
SFGTHi,0.0
PYDAMK,3.154809746774845e-12
DHORDfum,0.2901062935464722
K2L4Aabcpp,3.469446951953614e-17
FACOAE120,2.5637825196156427e-12
3OAR120,2.5579538487363607e-12
3HAD80,8.72635297355373e-13
3HAD120,2.5579538487363607e-12
DSBCGT,0.0
DSBGGT,0.0
EAR180x,3.934630399271555e-13
AKGtex,1.8868240303504535e-13
SO4t2pp,4.371614181764016e-12
EAR180y,1.936228954946273e-13
AGPAT120,2.8047980604739564e-12
DHNAOT4,0.0
AMPMS2,3.3326206377859435e-14
DM_oxam_c,2.1083135237631723e-13
ALR4x,2.4158453015843406e-13
PGPP120,3.6454173013567015e-12
DAGK120,4.959588295605499e-12
ALLTNtex,0.0
PSSA180,4.670430708841877e-13
ASNtex,1.7982837441365973e-13
PSSA161,6.927791673660977e-13
PSSA141,2.9665159217984183e-13
PSD160,4.5111137048081673e-13
PSD161,2.4012736243861355e-13
PSD180,7.531752999057062e-13
COLIPAabcpp,0.0
LPLIPAL1G141pp,1.9273471707492718e-13
LPLIPAL1G180pp,1.3988810110276972e-13
LPLIPAL1G181pp,6.572520305780927e-13
ACONIs,0.0
ACONTb,3.926636793494254e-12
GLCP2,3.169020601490047e-12
F6Pt6_2pp,0.0
PPALtpp,1.7053025658242404e-13
PLIPA2A140pp,3.0109248427834245e-13
PLIPA2A141pp,2.3447910280083306e-13
PLIPA2A180pp,2.318145675417327e-13
GAM6Pt6_2pp,0.0
PLIPA2E141pp,4.268807529683727e-13
FE3HOXabcpp,4.121147867408581e-13
PLIPA2E181pp,9.805489753489383e-13
PLIPA2G140pp,3.1086244689504383e-13
PPALtex,0.0
CA2tex,8.673617379884035e-19
CUtex,0.0
3HAD161,2.5721647034515627e-12
PLIPA2G160pp,1.311312169960388e-12
CU1Opp,0.0
PLIPA2G181pp,2.788880237858393e-13
SUCDi,38.28914805270145
FADRx2,8.379963389870682e-12
LPLIPAL1E141pp,1.4850343177386094e-12
LALDO2x,1.8474111129762605e-13
12PPDRtex,1.6342482922482304e-13
LPLIPAL1E160pp,0.0
LPLIPAL1E180pp,3.9968028886505635e-13
ASNS1,7.400885460029372e-13
EAR80y,9.945377854592152e-13
EAR120y,1.9042545318370685e-12
3OAR181,4.849454171562684e-13
3HAD121,3.326228181776969e-13
EAR121y,5.233591338082988e-13
LPLIPAL1E181pp,1.8829382497642655e-13
LPLIPAL1G160pp,7.069900220812997e-13
LPLIPAL1G161pp,5.577760475716786e-13
GTHRDHpp,7.105427357601002e-13
EX_o2_e,249.99647863693548
PROGLYtex,1.509903313490213e-13
EX_progly_e,0.0
MDDCP2pp,0.0
LPLIPAL1G120pp,3.86468634872017e-13
PLIPA2E140pp,1.2079226507921703e-12
PLIPA2E160pp,0.0
PLIPA2A161pp,3.5704772471945034e-13
PLIPA2A181pp,1.0878381528911518e-12
F6Ptex,0.0
MDDCP3pp,1.2096226797986276e-13
EAR140x,5.89014947927069e-13
EAR40y,7.773781618425346e-13
GAMAN6Ptex,0.0
EX_gal_bD_e,1.652011860642233e-13
3OAS181,4.849454171562684e-13
EAR161y,2.4155399902525687e-12
G3PAT140,4.4247938646435614e-13
G3PAT160,0.055964700241861814
G3PAT161,0.065962468486514
AGPAT160,6.46233067058688e-13
AGPAT140,5.417888360170764e-13
PGSA160,1.2346373923222131e-12
MLDCP2Bpp,1.2101430968414206e-13
3OAS140,1.3741646709419797e-12
3OAR140,1.3741646709419797e-12
CDAPPA140,2.3045454433656687e-12
MLDCP1App,0.0
EAR160y,3.0617175461600254e-12
3OAR160,3.0617175461600254e-12
PDE4,1.9377832671807482e-12
PGSA161,1.2283507544452732e-12
3HAD181,1.0658141036401503e-12
PGPP160,1.0294681773714842e-12
EAR100y,1.1595169269185135e-12
3OAR141,3.5840774792461616e-13
3OAR161,0.0
3HAD141,1.1793344079080725e-13
EAR121x,1.1793344079080725e-13
PGPP180,8.348877145181177e-13
PGPP161,5.080380560684716e-13
PGPP181,9.841016890277388e-13
PSD140,6.110667527536862e-13
MICITDr,1.3393730569077889e-12
CDAPPA180,9.308109838457312e-13
AGM4PH,2.9965613324023366e-13
NTP12,0.0
PE141abcpp,0.0
CDAPPA181,1.956712569750607e-12
PGSA140,5.861977570020827e-13
LPLIPAL1A141pp,2.2470914018413168e-13
LPLIPAL1A180pp,1.555977569012157e-13
LPLIPAL1E140pp,1.1368683772161603e-13
LPLIPAL1E161pp,3.4582059438292845e-13
LPLIPAL1G140pp,1.0871303857129533e-12
PE160abcpp,6.892264536872972e-13
PE161abcpp,5.172390293850526e-13
PSD141,7.851497230149107e-13
PG140abcpp,9.556799795973347e-13
PG141abcpp,7.105427357601002e-13
ACONTa,1.0727418953138113e-11
MLDCP2App,0.0
12DGR140tipp,0.0
PG180abcpp,6.181721801112872e-13
12DGR160tipp,1.1013412404281553e-12
PG181abcpp,5.595524044110789e-13
AM4PA,0.0
PGP141abcpp,4.618527782440651e-13
PGP160abcpp,7.487344078072056e-13
12DGR180tipp,0.0
PGPP120pp,1.1723955140041653e-12
PGPP181pp,3.197442310920451e-13
CLPNH120pp,2.078337502098293e-13
PGP180abcpp,9.912071163853398e-13
EX_dump_e,0.0
PAPA181pp,3.907985046680551e-13
PA140abcpp,1.5134560271690134e-12
CLPNH140pp,1.3081202787645907e-12
EX_12ppd__R_e,1.1191048088221578e-13
PGSA181,7.72715225139109e-13
PGPP140,6.075140390748857e-13
PGPP141,6.341593916658894e-13
MDDCP5pp,0.0
MLTGY3pp,1.2878587085651816e-13
12DGR120tipp,1.1795009413617663e-12
MDDCP4pp,0.0
CLPNS140pp,1.0604850331219495e-12
CLPNS141pp,0.0
G3PAT180,7.179257188738575e-13
EX_o2s_e,0.0
PLIPA1G160pp,1.4210854715202004e-13
PG120abcpp,1.1795009413617663e-12
EX_gal1p_e,0.0
PE140abcpp,7.243095012654521e-13
CFAS160E,0.0
PLIPA1G141pp,1.0408618411616999e-12
LPLIPAL2E160,4.583000645652646e-13
LPLIPAL2G140,4.1744385725905886e-13
LPLIPAL2G160,2.3447910280083306e-13
CFAS180E,0.0
EX_dcmp_e,0.0
CFAS180G,0.0
PAPA160,2.7711166694643907e-12
2AGPE140tipp,7.65609797781508e-13
2AGPE160tipp,1.532107773982716e-13
2AGPE180tipp,7.567280135845067e-13
PAPA180,3.197442310920451e-12
PAPA181,3.339550858072471e-12
2AGPE141tipp,9.166001291305292e-13
2AGPE161tipp,8.806289031326742e-13
EX_23ccmp_e,0.0
2AGPA161tipp,4.121147867408581e-13
2AGPA181tipp,6.838973831690964e-13
2AGPG120tipp,0.0
LPLIPAL2G120,1.6661672042062037e-13
PA141abcpp,1.1723955140041653e-12
PETNT161pp,3.6624869803603133e-13
PSSA160,4.312106227644108e-13
PSSA181,3.659295089164516e-13
DAGK140,2.7711166694643907e-12
DAGK160,2.7569058147491887e-12
DAGK141,2.7569058147491887e-12
DAGK161,2.7426949600339867e-12
AGPAT181,2.575717417130363e-13
PA161abcpp,1.3784529073745944e-12
PA180abcpp,2.2302160118670145e-12
PGPP161pp,7.034373084024992e-13
PE120abcpp,1.1795009413617663e-12
MDDEP3pp,0.0
MDDEP4pp,0.0
PE180abcpp,9.343636975245317e-13
PAPA140,3.055333763768431e-12
MLTGY1pp,1.2296066942418804e-13
EX_3cmp_e,0.0
CGLYtex,0.0
3HAD40,8.359007930280882e-13
PLIPA1E141pp,6.536993168992922e-13
3OAS60,9.281464485866309e-13
3OAS160,2.0037305148434825e-12
PAPA141,3.865352482534945e-12
PAPA161,3.907985046680551e-12
GTHOXtex,0.0
DSBAO1,0.0
DSBAO2,0.0
DSBDR,1.79134485023269e-12
TDSR1,0.0
CGLYabcpp,9.272582701669307e-13
PLIPA2A120pp,4.2454928461665986e-13
PLIPA2A160pp,0.0
CLPNH180pp,6.513713179945313e-13
3OAR60,9.383605004131823e-13
3OAR80,9.383605004131823e-13
MLDCP3App,0.0
MLDCP1Bpp,1.3100631690576847e-13
2AGPE181tipp,1.0729195309977513e-12
2AGPA140tipp,1.730171561575844e-12
LPLIPAL2E120,8.102268855836314e-13
EAR100x,9.237055564881302e-13
EAR120x,0.0
EAR160x,1.8687273950490635e-12
2AGPA160tipp,1.0452194665333536e-12
ATHRDHr,8.359091197007729e-12
2AGPA180tipp,1.6839862837514374e-12
2AGPA141tipp,4.476419235288631e-13
EAR140y,1.0498685254489715e-12
3OAS121,7.909228827429615e-13
3OAS80,5.515587986337778e-13
3OAS100,1.3216094885137863e-12
3OAS120,2.6432189770275727e-12
LSERDHr,2.9801994205769233e-12
3OAR40,1.021405182655144e-12
3OAR100,1.3216094885137863e-12
DSERDHr,2.4087398742267396e-12
3HAD60,1.021405182655144e-12
3HAD100,1.3216094885137863e-12
3HAD140,8.386485950140354e-13
3HAD160,2.2659096821087132e-12
EX_urate_e,2.1604940059205546e-13
PSD120,8.215650382226158e-13
AGPAT180,5.275779813018744e-13
AGPAT141,4.11226608321158e-13
PAPA120,2.1316282072803006e-13
EX_skm_e,0.0
EX_cpgn_un_e,0.0
MDDEP1pp,0.0
MDDEP2pp,0.0
AGPAT161,3.730349362740526e-13
DASYN120,1.3997691894473974e-12
EAR40x,7.824851877558103e-13
EAR60y,7.891465259035613e-13
MLDEP1pp,0.0
PSD181,2.233768725545815e-13
DAGK180,2.7711166694643907e-12
DAGK181,2.7711166694643907e-12
MLDEP2pp,0.0
EX_ag_e,0.0
MLTGY2pp,2.4558133304708463e-13
PLIPA2E120pp,3.4638958368304884e-13
PLIPA2G141pp,0.0
MLTGY4pp,0.0
EAR60x,2.1316282072803006e-13
PLIPA2G161pp,1.652011860642233e-13
EX_cys__D_e,0.0
LPLIPAL1A120pp,0.0
LPLIPAL1A140pp,2.948752353404416e-13
EAR80x,3.277378368693462e-13
PE181abcpp,3.0481173141083673e-13
12DGR161tipp,1.7011392294818961e-12
12DGR181tipp,9.450218385609332e-13
NTP11,0.0
LPLIPAL1A181pp,1.1191048088221578e-12
LPLIPAL1E120pp,4.689582056016661e-13
3OAR180,3.4888758548845544e-13
G3PAT120,3.943512183468556e-13
PGSA120,1.0800249583553523e-12
3OAS180,8.6687601541513e-13
3HAD180,8.668621376273222e-13
CDAPPA120,1.289246487345963e-12
TDSR2,0.0
EX_acser_e,1.687538997430238e-13
GTHRDtex,0.0
GTHRDabc2pp,1.9326762412674725e-12
OMMBLHX3,0.0
PSSA120,3.2107649872159527e-13
UM4PL,0.0
2MAHMP,2.718289569131338e-12
EX_cu_e,0.0
ZN2tpp,1.830885443254715e-11
NI2tpp,1.830885443254715e-11
EX_arbtn_e,6.821210263296962e-13
COBALT2t3pp,1.5438261780076346e-11
23DAPPAt2pp,1.6372406902442904e-13
NADHPO,4.192202140984591e-13
ACOAD7f,1.7402745910999329e-12
ACOAD8f,1.255884285455977e-12
PLIPA1A120pp,1.1013412404281553e-12
ACOAD5f,2.0015100687942322e-12
PLIPA1A140pp,1.8260948309034575e-12
EX_dopa_e,0.0
PLIPA1A141pp,2.1742607714259066e-12
PLIPA1A160pp,1.775413149829319e-12
PLIPA1A161pp,1.4555856520104271e-12
PLIPA1A180pp,9.521272659185342e-13
LPLIPAL2A120,2.346775551664848e-12
CAt6pp,999.9954352294989
ACOAD3f,7.90589815835574e-13
ACOAD2f,8.913425553203069e-13
ACOAD4f,9.198752870531735e-13
ACOAD6f,2.450734060133186e-12
NADH16pp,37.99704395949207
NADH18pp,37.99704395949277
EX_tartr__D_e,1.5276668818842154e-13
GLYBt2pp,4.973133016505926e-12
5DGLCNt2rpp,0.0
GALCTNt2pp,0.0
GALCTNLtex,0.0
EX_galctn__L_e,0.0
DSERt2pp,0.0
EX_hom__L_e,0.0
ALAt4pp,1.2570266876010816e-11
LYSt3pp,6.2871929884522615e-12
KDUI,0.0
EX_tungs_e,0.0
CA2t3pp,999.9954352294989
CTBTCAL2,0.0
OBTFL,1.0913492332065289e-13
NADH17pp,37.9970439594934
FA161ACPHi,1.8326173911731303e-12
BGLA1,0.0
FA141ACPHi,9.450218385609332e-13
THRt2pp,5.6843418860808015e-12
ARGt3pp,3.7123637497415984e-12
FA160ACPHi,1.832478613295052e-12
MALDtex,0.0
OROTtex,0.0
EX_crn__D_e,0.0
GDPMNP,3.354649891207373e-12
OPHHX3,6.709992804443399e-13
AMMQLT8,0.0
FA120ACPHi,1.5776130402045396e-12
FA80ACPHi,2.166378187951068e-12
FA140ACPHi,1.832423102143821e-12
PPAt4pp,0.0
OROTt2_2pp,0.0
MALDt2_2pp,0.0
FA100ACPHi,2.159272760593467e-12
CRNDCAL2,0.0
5DGLCNtex,0.0
EX_LalaDgluMdapDala_e,0.0
EX_5dglcn_e,0.0
DTARTD,0.0
CRNCAL2,0.0
CHLt2pp,5.076827847005916e-12
GLYt4pp,1.5349377151252508e-11
PLIPA2E161pp,9.59551882395715e-13
PLIPA2E180pp,3.6060043839825084e-13
FRULYSE,0.0
FRULYSt2pp,0.0
EX_LalaDgluMdap_e,0.0
EX_psclys_e,0.0
TUNGStex,0.0
PLIPA2G120pp,1.652011860642233e-13
PLIPA2G180pp,1.652011860642233e-13
LPLIPAL1A161pp,2.318145675417327e-13
LPLIPAL1A160pp,4.4500514384537837e-13
PSCLYSt2pp,0.0
LYSt2pp,6.476819081058238e-12
COBALT2tpp,1.3066603354872086e-11
OXCDC,0.0
LPLIPAL2A140,5.915268275202834e-13
LPLIPAL2A160,4.1311398746302075e-13
LPLIPAL2A161,1.0480505352461478e-12
LPLIPAL2A180,5.577760475716786e-13
GLYt2pp,1.5420997812043424e-11
ALAt2pp,1.27702293184484e-11
EX_anhgm_e,0.0
BALAt2pp,0.0
DALAt2pp,1.643858660305142e-13
FE2tpp,2.0376256237852886e-11
LPLIPAL2A181,1.0587086762825493e-12
DM_aacald_c,3.163025397157071e-13
UM3PL,0.0
MN2tpp,999.999393994935
MG2tpp,5.1402848991188854e-12
5MTRtex,0.0
NI2t3pp,1.0280609696877718e-11
PPAtex,0.0
GALCTNLt2pp,0.0
GALCTLO,0.0
THYMt3pp,0.0
CLt3_2pp,1.0108463979058291e-11
EX_ppal_e,0.0
POR5,8.052114530698873e-12
HACD8,1.8552659408754835e-12
CTECOAI8,4.3165471197426086e-13
CTECOAI6,2.7142732506035827e-12
MTHTHFSs,0.0
SELGTHR,0.0
SELGTHR3,0.0
EX_slnt_e,0.0
MALCOAMT,1.77754431606483e-14
PSCLYStex,0.0
THYMtex,1.1278131206715614e-13
CU2tpp,2.0605739337042905e-12
FE2t3pp,1.0236644865102562e-11
MN2t3pp,1.0236644865102562e-11
MG2t3_2pp,5.054130725046235e-12
CD2tpp,1.0236644865102562e-11
ETHAt2pp,2.559563672122067e-12
FE3abcpp,2.6432189770275727e-12
THRA,8.526512829121202e-13
OGMEACPS,1.77754431606483e-14
OGMEACPR,1.77754431606483e-14
OPMEACPS,1.77754431606483e-14
LIPAabctex,0.0
DGUNC,7.779887845060784e-13
XYLK2,0.0
GLDBRAN2,1000.0
LALADGLUtex,0.0
S2FE2SR,1.9610979506978765e-12
CDGUNPD,7.779887845060784e-13
ACACT8r,3.197442310920451e-13
LALALGLUtpp,0.0
CTECOAI7,1.476319066995302e-12
CLIPAabctex,0.0
3AMACHYD,1.4033219031261979e-13
K2L4Aabctex,7.632783294297951e-17
FDH4pp,7.574732074216994e-12
FDH5pp,1.7774573046053233e-11
ACPPAT140,1.4352963262354024e-12
APG3PAT140,2.913225216616411e-13
LDGUNPD,6.277756092742948e-13
MPTAT,0.0
APG3PAT141,3.339550858072471e-13
MOADSUx,0.0
3HPPtex,1.3850032232198828e-13
CMtpp,1.542305172463898e-11
FUSAtpp,1.5494217020517453e-11
APG3PAT181,4.838907052828745e-13
APH140,1.7684742559254119e-12
APH160,1.775413149829319e-12
OPMEACPD,2.4603314762093012e-14
EPMEACPR,2.4603314762093012e-14
RFAMPtex,1.5494217020517453e-11
MINCYCtex,1.5494217020517453e-11
AOXSr2,2.4603314762093012e-14
MINCYCtpp,1.5494217020517453e-11
MEOHtrpp,1.362362398881525e-13
EX_LalaDglu_e,0.0
SCYSDS,6.707523425575346e-12
DOXRBCNtex,1.5494217020517453e-11
DOXRBCNtpp,1.5494217020517453e-11
S2FE2SS,3.353761712787673e-12
S4FE4SR,3.353761712787673e-12
CCGS,0.0
SELtex,3.2294167340296553e-12
SELR,3.2294167340296553e-12
OGMEACPD,2.4603314762093012e-14
EGMEACPR,2.4603314762093012e-14
OPMEACPR,2.4603314762093012e-14
PMEACPE,2.4603314762093012e-14
ETOHtrpp,1.9184653865522705e-13
REPHACCOAI,0.0
ACPPAT141,1.7755796832830129e-12
ACPPAT161,0.06596246848738693
ACPPAT180,1.7755796832830129e-12
APG3PAT160,0.05596470024218109
APG3PAT161,0.06596246848628894
MEOHtex,0.0
EX_5mtr_e,0.0
APG3PAT180,2.9309887850104133e-13
ICYSDS,6.195842667047757e-12
MECDPDH5,3.4139358007223564e-14
CDGR,0.0
RNTR1c2,0.022947509120586622
RNTR2c2,0.02294750912911517
I4FE4SR,1.2434497875801753e-12
S2FE2ST,2.7426949600339867e-12
BMOCOS,0.0
BWCOS,0.0
RNTR3c2,7.047324529496635e-12
RNTR4c2,0.02294750911256817
BWCOGDS1,0.0
BWCOGDS2,0.0
FLDR2,2.7272212266282736e-12
CDGS,0.0
5MTRtpp,0.0
TTRCYCtex,4.86516382736113e-12
DHNPTE,0.0
DHMPTR,0.0
NOVBCNtpp,4.86516382736113e-12
CMtex,4.86516382736113e-12
TTRCYCtpp,4.86516382736113e-12
LALALGLUtex,1.1313866510320736e-13
CBMD,1.4033219031261979e-13
LALADGLUtpp,0.0
I2FE2SS,3.8937732703935024e-12
I2FE2ST,3.8937740869332636e-12
FESR,4.326046465497058e-12
OXCOAHDH,0.0
DHACOAH,0.0
I2FE2SS2,1.2505552149377763e-12
MSAR,1.4033219031261979e-13
I4FE4ST,1.2505552149377763e-12
S4FE4ST,1.2931877790833823e-12
THFAT,1000.0
FOMETRi,1000.0
SLNTtex,0.0
S2FE2SS2,1.2931877790833823e-12
BTS5,1.77754431606483e-14
SELGTHR2,0.0
EX_LalaLglu_e,0.0
GDPTPDP,1.1358691764939977e-12
LIPOS,0.0
COLIPAKpp,0.0
ACPPAT120,1.8687273950490635e-12
3HPPtpp,1.7236212457305555e-13
MPTSS,0.0
CPMPS,0.0
LIPOCT,0.0
LIPATPT,0.0
LIPAMPL,0.0
ALDD19xr,0.0
MMM,1.3375967000683886e-12
MOGDS,0.0
CPH4S,0.0
WCOS,0.0
RFAMPtpp,9.990452909391934e-12
SHCHCS3,0.0
VPAMTr,1999.1186125375175
ACOLIPAabctex,0.0
PYK4,2.27581389021546
NADPHXD,7.156941705943609e-12
NADHHR,7.146283564907208e-12
ECA4COLIPAabctex,0.0
EX_ttrcyc_e,0.0
COLIPAPabctex,0.0
NADPHXE,7.146283564907208e-12
ALAtpp,1.8504630987237203e-11
CH4tex,0.0
EX_mincyc_e,0.0
TARTRDtex,0.0
DM_4crsol_c,9.683096338641839e-14
3OXCOAT,0.0
BTNt2ipp,0.0
URACPAH,3.3401059695847835e-13
BTNtex,0.0
DHBSZ3FEabcpp,0.0
FE3DHBZS3R,0.0
DXYLONtpp,1.2943032062784354e-13
DXYLTD,1.2943032062784354e-13
2DDARAA,1.2943032062784354e-13
2DGLCptspp,0.0
2DGULRGx,0.0
2DGULRGy,0.0
AP4AS,3.495870259939693e-12
ARBTptspp,0.0
ARBTtex,0.0
EX_arbt_e,0.0
GNP,6.991740519879386e-12
ALLTAMH2,6.71740441049451e-13
UGCIAMH,6.71740441049451e-13
DMSOtpp,0.0
POAACR,3.3401059695847835e-13
PYDXtex,0.0
PYDXtpp,0.0
SUCASPtpp,2000.0
METGLCUR,0.0
ACOAD1fr,999.6878942313306
23DOGULNt4pp,0.0
FE3DCITexs,7.263634138610087e-12
SUCMALtpp,5.207034803333954e-11
PYDXNtex,1.153716878976585e-13
FEENTERES,0.0
PYDXNtpp,1.153716878976585e-13
FEENTERR4,1.9468870959826745e-12
ACPPAT160,0.055964700247446625
DXYLONtex,1.205485364308423e-13
PYDAMtex,0.0
PYDAMtpp,0.0
PSURItex,0.0
ALR2x,6.439709876460142e-13
OMPHHXy,0.0
CHLt3pp,2.5732305175552028e-11
13PPDH2,0.0
TARTt2_3pp,1.543443151064139e-11
SUCTARTtpp,4.109934614859867e-12
APCS,0.0
CHTBSptspp,0.0
GLYBt3pp,2.3826163264573097e-11
AI2tpp,1.1866063687193673e-11
ACPPAT181,4.68247662865906e-12
Ftpp,0.0
SQVOSI,0.0
6D6SPA,0.0
CHTBStex,0.0
TRPtipp,4.143174692217144e-11
TYRtipp,4.559641553214533e-11
ThDPAT,0.0
GHBDHx,0.0
DHPStr,0.0
SQtr,0.0
DHPStex,0.0
APPLDHr,0.0
SPMDt3pp,2.1458390619955026e-12
FMNtex,0.0
APH141,1.4769296896588457e-12
EX_dxylnt_e,0.0
AI2K,9.396927680427325e-13
PHEtipp,1.5360601679503816e-11
G2PP,4.348521542851813e-12
MALt3pp,1.539035565656377e-11
CITt3pp,1.539035565656377e-11
APH161,1.051103648563867e-13
DHNPA2r,6.938893903907228e-18
QUIN2tpp,0.0
GLYC2Pabcpp,0.0
CRNDtex,0.0
SHGO,3.389288849575678e-12
CLBtex,0.0
ACOXT,0.0
EX_mththf_e,0.0
2HESR,0.0
CHOLID,0.0
CHOLATEtpp,0.0
NADHXD,3.0402347306335287e-12
NADPHHR,3.0402347306335287e-12
NADPHHS,3.0402347306335287e-12
4ABZGLUH,0.0
4ABZGLUtr,0.0
NADHHS,3.0402347306335287e-12
APH180,1.5643042416968456e-13
NADHXE,3.0260238759183267e-12
SELabcpp,0.0
PHDA,0.0
TEO2M,0.0
PACOAT,1.787014980436652e-12
CYSItpp,0.0
PYK2,2.27581389019724
PYK3,2.275813890195849
APH181,1.3429257705865894e-12
DHPTDNR,0.0
DHPTDNRN,0.0
GTHPi,6.580291866953303e-13
SEPHCHCS,0.0
DHNCOAS,0.0
PCNO,0.0
PYK6,2.2758138902001495
DHNCOAT,0.0
FADt,0.0
HPACOAT,0.0
PUACGAMtr,0.0
DC6PDA,0.0
5DGLCNR,3.1140645617711016e-12
PIt2rpp,1.6218137943724287e-11
FADtex,0.0
AI2abcpp,1.4210854715202004e-12
PAI2I,5.697664562376303e-13
4HBZt3pp,0.0
CURR,0.0
LKDRA,0.0
LEUt2rpp,4.465539049647305e-12
LCTStpp,4.565237077258644e-12
ILEt3pp,4.581890422628021e-12
METNA,0.0
METt3pp,2.1174173525650986e-12
FESD1s,7.847923699788595e-13
GSNt3pp,1.823874384854207e-12
CLtipp,2.3854906765208295e-11
5DKGR,3.1140645617711016e-12
XYHDL,0.0
2DGLCtex,0.0
E4PP,0.0
PUACGAMS,0.0
PItpp,1.1926903908943132e-11
RU5PP,0.0
EX_doxrbcn_e,0.0
6D6SFK,2.282618538629322e-13
3SLAR,2.282618538629322e-13
LEUt3pp,4.492184402238308e-12
INSt3pp,4.5712322815916195e-12
INDOLEt2rpp,1000.0
SQtex,0.0
ILEt2rpp,5.030642569181509e-12
GLYtpp,1.5349377151252508e-11
EX_dhps_e,1.1688428003253648e-12
MOX,2.539302101922658e-12
URATEtex,0.0
EX_cs1_e,0.0
EX_fusa_e,0.0
CBL1tonex,0.0
CBItonex,0.0
ARHGDx,0.0
CPL,0.0
EX_mepn_e,0.0
PSURItpp,0.0
CYSTA,0.0
FE3DCITR5,0.0
CH4t2pp,0.0
EX_cm_e,0.0
4HTHRA,2.144533248898961e-12
EX_novbcn_e,0.0
I2FE2SR,1.7539944509037397e-06
GAPP,2.6807861486233264e-12
TYRL,1.8005128638032275e-14
METGLCURt2pp,0.0
METGLCURtex,0.0
INOSTO,0.0
THZPSN3,4.636048489548017e-16
HPYRP,1.0516032489249483e-12
PSURIK,0.0
FMNt,0.0
AI2tex,1.2790132451409586e-13
PAI2T,6.865619184281968e-13
CUt2pp,0.0
Ftex,0.0
APG3PAT120,4.877209747178313e-13
CYSItex,0.0
SERtpp,1.5385792466460213e-11
QUINDHyi,0.0
DHCURR,0.0
RHMND,0.0
3HBZCT,0.0
CXSAMS,0.0
EX_2dglc_e,0.0
THRt2rpp,3.715694418815474e-12
SERt2rpp,1.5369927552910667e-11
DHGLYH,0.0
PNSPA,0.0
4HTHRK,2.7509384744120458e-12
ACOAD1f,999.6878942313318
AMPNTAT,0.0
EX_sq_e,6.856737400084967e-13
APH120,2.8668040163992714e-12
URATEtpp,1.758593271006248e-13
CS1tex,0.0
ADOCBLtonex,6.23856521997368e-12
SQGH,0.0
URAtpp,3.802735903946086e-11
ASPtpp,2000.0000000000139
FUMt1pp,2000.0
SUCCt1pp,2000.0
QUINDH,0.0
PETNT181pp,1.0611955758577096e-11
ARMEPNS,3.647215559079986e-12
LCARSyi,3.437272688699977e-11
MOCDS,0.0
BIOMASS_Ec_iML1515_core_75p37M,4.440892098500626e-16
BIOMASS_Ec_iML1515_WT_75p37M,0.0
RPNTPH,3.647215559079986e-12
PRCPD,3.647215559079986e-12
FUSAtex,4.415595666884542e-11
MEPNtex,3.647215559079986e-12
UDPGPT,0.0
MEPNabcpp,3.647215559079986e-12
